0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:27 -0500] "GET /SilkRoad/ HTTP/1.1" 200 2582
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /SilkRoad/css/bootstrap.min.css HTTP/1.1" 200 122540
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /SilkRoad/css/stylesheet.css HTTP/1.1" 200 3238
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /SilkRoad/js/jquery-1.11.3.min.js HTTP/1.1" 200 95957
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /SilkRoad/js/pattern.js HTTP/1.1" 200 579
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /SilkRoad/js/jquery.validate.js HTTP/1.1" 200 42630
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /SilkRoad/js/bootstrap.min.js HTTP/1.1" 200 36816
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /SilkRoad/js/script.js HTTP/1.1" 200 6787
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /SilkRoad/images/indexBg.jpg HTTP/1.1" 200 391683
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:28 -0500] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:31 -0500] "GET /SilkRoad/images/valid.png HTTP/1.1" 200 2294
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:32 -0500] "POST /SilkRoad/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:32 -0500] "GET /SilkRoad/CustomerSearch.jsp HTTP/1.1" 200 8554
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:33 -0500] "GET /SilkRoad/css/responsive.bootstrap.min.css HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:33 -0500] "GET /SilkRoad/js/auctionTableScript.js HTTP/1.1" 200 4792
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:33 -0500] "GET /SilkRoad/images/auctionBg.jpg HTTP/1.1" 200 509473
0:0:0:0:0:0:0:1 - - [02/Dec/2015:14:16:33 -0500] "GET /SilkRoad/getItems.jsp?usage=all|type&type= HTTP/1.1" 200 10323
